//2025/06/17 アップデート,,,
//ID,Name,Jname,0:防具/重複不可 1:武器/重複可 2:エンチャント/スクリプト
313321,ench,潜在解放(スピリットハンドラーVIII),0
313330,ench,潜在解放(スピリットハンドラーIX),0
313267,ench,潜在解放(ソウルアセティックVI),0
313390,ench,潜在解放(ソウルアセティックVII),0
312950,ench,潜在解放(ドラゴンナイトVI),0
313272,ench,潜在解放(ドラゴンナイトVII),0
312953,ench,潜在解放(トルバドゥール&トルヴェールIV),0
312954,ench,潜在解放(トルバドゥール&トルヴェールV),0
313064,ench,潜在解放(ナイトウォッチV),0
313197,ench,潜在解放(ナイトウォッチVI),0
312957,ench,潜在解放(バイオロVI),0
313405,ench,潜在解放(バイオロVII),0
313276,ench,潜在解放(ハイパーノービスVIII),0
313485,ench,潜在解放(ハイパーノービスIX),0
313280,ench,潜在解放(マイスターVII),0
313281,ench,潜在解放(マイスターVIII),0
313063,ench,潜在解放(蜃気楼&不知火V),0
313287,ench,潜在解放(蜃気楼&不知火VI),0
313062,ench,潜在解放(天帝V),0
313286,ench,潜在解放(天帝VI),0
313508,ench,潜在解放(インクイジターVII),0
313493,ench,潜在解放(マイスターIX),0
313520,ench,悲哀の王宮,0
313521,ench,ペイン,0
313522,ench,永久の氷河,0
313523,ench,フロスト,0
313506,ench,潜在解放(アビスチェイサーX),0
313507,ench,潜在解放(アビスチェイサーXI),0
313468,ench,潜在解放(アビスチェイサーXII),0
313489,ench,潜在解放(アークメイジVIII),0
313490,ench,潜在解放(アークメイジIX),0
313504,ench,潜在解放(バイオロVIII),0
313505,ench,潜在解放(バイオロIX),0
313465,ench,潜在解放(バイオロX),0
313497,ench,潜在解放(カーディナルX),0
313498,ench,潜在解放(カーディナルXI),0
313457,ench,潜在解放(カーディナルXII),0
313487,ench,潜在解放(ドラゴンナイトVIII),0
313488,ench,潜在解放(ドラゴンナイトIX),0
313501,ench,潜在解放(エレメンタルマスターIX),0
313486,ench,潜在解放(ハイパーノービスX),0
313443,ench,潜在解放(ハイパーノービスXI),0
313444,ench,潜在解放(ハイパーノービスXII),0
313499,ench,潜在解放(インペリアルガードIX),0
313500,ench,潜在解放(インペリアルガードX),0
313509,ench,潜在解放(インクイジターVIII),0
313471,ench,潜在解放(インクイジターIX),0
313494,ench,潜在解放(マイスターX),0
313453,ench,潜在解放(マイスターXI),0
313512,ench,潜在解放(ナイトウォッチVII),0
313513,ench,潜在解放(ナイトウォッチVIII),0
313518,ench,潜在解放(スピリットハンドラーX),0
313519,ench,潜在解放(スピリットハンドラーXI),0
313495,ench,潜在解放(シャドウクロスX),0
313496,ench,潜在解放(シャドウクロスXI),0
313516,ench,潜在解放(天帝VII),0
313517,ench,潜在解放(天帝VIII),0
313510,ench,潜在解放(ソウルアセティックVIII),0
313511,ench,潜在解放(ソウルアセティックIX),0
313473,ench,潜在解放(ソウルアセティックX),0
313514,ench,潜在解放(蜃気楼&不知火VII),0
313515,ench,潜在解放(蜃気楼&不知火VIII),0
313478,ench,潜在解放(蜃気楼&不知火IX),0
313288,ench,潜在解放(トルバドゥール&トルヴェールVI),0
313503,ench,潜在解放(トルバドゥール&トルヴェールVII),0
313491,ench,潜在解放(ウィンドホークIX),0
313492,ench,潜在解放(ウィンドホークX),0
313450,ench,潜在解放(ウィンドホークXI),0
313460,ench,潜在解放(インペリアルガードXI),0
313446,ench,潜在解放(ドラゴンナイトX),0
313479,ench,潜在解放(蜃気楼&不知火X),0
313466,ench,潜在解放(バイオロXI),0
313458,ench,潜在解放(カーディナルXIII),0
313483,ench,潜在解放(スピリットハンドラーXII),0
310969,ench,潜在覚醒(爆裂苦無I),0
313291,ench,潜在覚醒(ダーククローI),0
313745,ench,潜在解放(アークビショップIII),0
313746,ench,潜在解放(ウォーロックIII),0
313747,ench,潜在解放(ギロチンクロスIII),0
313748,ench,潜在解放(サモナーIII),0
313749,ench,潜在解放(ジェネティックIII),0
313750,ench,潜在解放(シャドウチェイサーIII),0
313751,ench,潜在解放(ソウルリーパーIII),0
313752,ench,潜在解放(ソーサラーIII),0
313753,ench,潜在解放(ミンストレル&ワンダラーII),0
313754,ench,潜在解放(メカニックIII),0
313755,ench,潜在解放(リベリオンIII),0
313756,ench,潜在解放(ルーンナイトIII),0
313757,ench,潜在解放(レンジャーIII),0
313758,ench,潜在解放(ロイヤルガードIII),0
313759,ench,潜在解放(影狼&朧II),0
313760,ench,潜在解放(修羅III),0
313761,ench,潜在解放(星帝III),0
313762,ench,潜在覚醒(ハンドレッドスピアI),0
313763,ench,潜在覚醒(チェーンライトニングI),0
313764,ench,潜在覚醒(フェイントボムI),0
313765,ench,潜在覚醒(ピンポイントアタックI),0
313766,ench,潜在覚醒(コールドスローワーI),0
313768,ench,潜在覚醒(デュプレライトII),0
313769,ench,潜在覚醒(ダイヤモンドダストII),0
313770,ench,潜在覚醒(クレイジーウィードII),0
313771,ench,潜在覚醒(修羅身弾I),0
313772,ench,潜在覚醒(星帝降臨I),0
313773,ench,潜在覚醒(エスフII),0
313775,ench,潜在覚醒(ドラゴンテイルI),0
313776,ench,潜在覚醒(タロウの傷I),0
310727,ench,星雲の精髄(力1),0
310728,ench,星雲の精髄(力2),0
310729,ench,星雲の精髄(力3),0
310730,ench,星雲の精髄(技巧1),0
310731,ench,星雲の精髄(技巧2),0
310732,ench,星雲の精髄(技巧3),0
310733,ench,星雲の精髄(俊敏1),0
310734,ench,星雲の精髄(俊敏2),0
310735,ench,星雲の精髄(俊敏3),0
310736,ench,星雲の精髄(知力1),0
310737,ench,星雲の精髄(知力2),0
310738,ench,星雲の精髄(知力3),0
310739,ench,星雲の精髄(幸運1),0
310740,ench,星雲の精髄(幸運2),0
310741,ench,星雲の精髄(幸運3),0
310742,ench,星雲の精髄(体力1),0
310743,ench,星雲の精髄(体力2),0
310744,ench,星雲の精髄(体力3),0
300603,card,ディエンカード,0
300604,card,リードシーカード,0
300605,card,コトネスカード,1
300606,card,リベリオン・ディエンカード,0
300607,card,リベリオン・リードシーカード,0
300608,card,リベリオン・コトネスカード,0
300615,card,リベリオン・ディエン(サイン入り)カード,0
300616,card,リベリオン・コトネス(サイン入り)カード,0
300617,card,リベリオン・リードシー(サイン入り)カード,0
313476,ench,潜在解放(ナイトウォッチIX),0
313447,ench,潜在解放(ドラゴンナイトXI),0
313448,ench,潜在解放(アークメイジX),0
313454,ench,潜在解放(マイスターXII),0
313449,ench,潜在解放(アークメイジXI),0
313480,ench,潜在解放(蜃気楼&不知火XI),0
313767,ench,潜在覚醒(ダーククローII),0
310970,ench,潜在覚醒(爆裂苦無II),0
314008,ench,潜在覚醒(キャロットビートII),0
314009,ench,潜在覚醒(ハンドレッドスピアII),0
314010,ench,潜在覚醒(ピンポイントアタックII),0
314011,ench,潜在覚醒(修羅身弾II),0
314012,ench,潜在覚醒(創星の書I),0
313445,ench,潜在解放(ハイパーノービスXIII),0
313477,ench,潜在解放(ナイトウォッチX),0
313467,ench,潜在解放(バイオロXII),0
313502,ench,潜在解放(エレメンタルマスターX),0
313472,ench,潜在解放(インクイジターX),0
313481,ench,潜在解放(天帝IX),0
313463,ench,潜在解放(トルバドゥール&トルヴェールVIII),0
313451,ench,潜在解放(ウィンドホークXII),0
313373,ench,Def100%無視,0
300623,card,暴食の魔王ヴェルゼブブカード,0
300624,card,暴食の堕ちた大神官カード,0
300625,card,暴食のヘルフライカード,0
300626,card,暴食のヘルプードルカード,0
300627,card,暴食のグールカード,0
300628,card,暴食のゾンビスローターカード,0
300629,card,暴食のラギッドゾンビカード,0
300630,card,暴食のネクロマンサーカード,0
300631,card,暴食のフレームスカルカード,0
300632,card,暴食のバンシーカード,0
313567,ench,潜在解放(ドラゴンナイトXII),0
313710,ench,潜在解放(バイオロXIII),0
313469,ench,潜在解放(アビスチェイサーXIII),0
313526,ench,潜在解放(インクイジターXI),0
313462,ench,潜在解放(エレメンタルマスターXI),0
313452,ench,潜在解放(ウィンドホークXIII),0
313464,ench,潜在解放(トルバドゥール&トルヴェールIX),0
313482,ench,潜在解放(天帝X),0
313474,ench,潜在解放(ソウルアセティックXI),0
313461,ench,潜在解放(インペリアルガードXII),0
313792,ench,潜在解放(エレメンタルマスターXII),0
313779,ench,潜在解放(アークメイジXII),0
314042,ench,潜在解放(アークメイジXIV),0
314046,ench,悪霊の取引,0
313793,ench,潜在解放(ウィンドホークXIV),0
311904,ench,新毒耐性,0
314117,ench,スキルオーブ(アークメイジI),0
314118,ench,スキルオーブ(アークメイジII),0
314119,ench,スキルオーブ(アビスチェイサーI),0
314120,ench,スキルオーブ(アビスチェイサーII),0
314121,ench,スキルオーブ(アビスチェイサーIII),0
314122,ench,スキルオーブ(インクイジターI),0
314123,ench,スキルオーブ(インクイジターII),0
314124,ench,スキルオーブ(インペリアルガードI),0
314125,ench,スキルオーブ(インペリアルガードII),0
314126,ench,スキルオーブ(ウィンドホークI),0
314127,ench,スキルオーブ(ウィンドホークII),0
314128,ench,スキルオーブ(ウィンドホークIII),0
314129,ench,スキルオーブ(エレメンタルマスターI),0
314130,ench,スキルオーブ(カーディナルI),0
314131,ench,スキルオーブ(カーディナルII),0
314132,ench,スキルオーブ(シャドウクロスI),0
314133,ench,スキルオーブ(シャドウクロスII),0
314134,ench,スキルオーブ(スピリットハンドラーI),0
314135,ench,スキルオーブ(スピリットハンドラーII),0
314136,ench,スキルオーブ(ソウルアセティックI),0
314137,ench,スキルオーブ(ソウルアセティックII),0
314138,ench,スキルオーブ(ドラゴンナイトI),0
314139,ench,スキルオーブ(ドラゴンナイトII),0
314140,ench,スキルオーブ(ドラゴンナイトIII),0
314141,ench,スキルオーブ(トルバドゥール&トルヴェールI),0
314142,ench,スキルオーブ(トルバドゥール&トルヴェールII),0
314143,ench,スキルオーブ(ナイトウォッチI),0
314144,ench,スキルオーブ(ナイトウォッチII),0
314145,ench,スキルオーブ(バイオロI),0
314146,ench,スキルオーブ(バイオロII),0
314147,ench,スキルオーブ(バイオロIII),0
314148,ench,スキルオーブ(ハイパーノービスI),0
314149,ench,スキルオーブ(ハイパーノービスII),0
314150,ench,スキルオーブ(ハイパーノービスIII),0
314151,ench,スキルオーブ(マイスターI),0
314152,ench,スキルオーブ(マイスターII),0
314153,ench,スキルオーブ(天帝I),0
314154,ench,スキルオーブ(天帝II),0
314155,ench,スキルオーブ(蜃気楼&不知火I),0
314156,ench,スキルオーブ(蜃気楼&不知火II),0
314157,ench,スキルオーブ(蜃気楼&不知火III),0
314158,ench,Cri + 50,0
314159,ench,ガードファイア,0
314160,ench,ガードウォーター,0
314161,ench,ガードウィンド,0
314162,ench,ガードアース,0
314163,ench,ガードセイント,0
314164,ench,ガードダークネス,0
314165,ench,ガードテレキネシス,0
314166,ench,ガードポイズン,0
314167,ench,ガードアンデッド,0
311406,ench,水属性耐性 + 5%,0
314096,ench,魔喰いの顎,0
314097,ench,悪霊の儀式,0
314098,ench,セレスティアルピース,0
313470,ench,潜在解放(アビスチェイサーXIV),0
314101,ench,潜在解放(アークメイジXIII),0
313789,ench,潜在解放(バイオロXIV),0
313459,ench,潜在解放(カーディナルXIV),0
313778,ench,潜在解放(ドラゴンナイトXIII),0
314107,ench,潜在解放(エレメンタルマスターXIII),0
314013,ench,潜在解放(ハイパーノービスXIV),0
313565,ench,潜在解放(インペリアルガードXIII),0
313791,ench,潜在解放(インクイジターXII),0
313525,ench,潜在解放(マイスターXIII),0
313777,ench,潜在解放(ナイトウォッチXI),0
313484,ench,潜在解放(スピリットハンドラーXIII),0
313455,ench,潜在解放(シャドウクロスXII),0
313795,ench,潜在解放(天帝XI),0
313475,ench,潜在解放(ソウルアセティックXII),0
313573,ench,潜在解放(蜃気楼&不知火XII),0
313794,ench,潜在解放(トルバドゥール&トルヴェールX),0
314047,ench,潜在解放(ウィンドホークXV),0
314043,ench,潜在解放(アークメイジXV),0
313788,ench,潜在解放(ドラゴンナイトXIV),0
311862,ench,バルムントの宝石(火炎1),0
311863,ench,バルムントの宝石(火炎2),0
311864,ench,バルムントの宝石(火炎3),0
311865,ench,バルムントの宝石(火炎4),0
311866,ench,バルムントの宝石(火炎5),0
311867,ench,バルムントの宝石(氷河1),0
311868,ench,バルムントの宝石(氷河2),0
311869,ench,バルムントの宝石(氷河3),0
311870,ench,バルムントの宝石(氷河4),0
311871,ench,バルムントの宝石(氷河5),0
311872,ench,バルムントの宝石(草原1),0
311873,ench,バルムントの宝石(草原2),0
311874,ench,バルムントの宝石(草原3),0
311875,ench,バルムントの宝石(草原4),0
311876,ench,バルムントの宝石(草原5),0
311877,ench,バルムントの宝石(死屍1),0
311878,ench,バルムントの宝石(死屍2),0
311879,ench,バルムントの宝石(死屍3),0
311880,ench,バルムントの宝石(死屍4),0
311881,ench,バルムントの宝石(死屍5),0
311927,ench,バルムントの宝石(霊魂1),0
311928,ench,バルムントの宝石(霊魂2),0
311929,ench,バルムントの宝石(霊魂3),0
311930,ench,バルムントの宝石(霊魂4),0
311931,ench,バルムントの宝石(霊魂5),0
311932,ench,バルムントの宝石(猛毒1),0
311933,ench,バルムントの宝石(猛毒2),0
311934,ench,バルムントの宝石(猛毒3),0
311935,ench,バルムントの宝石(猛毒4),0
311936,ench,バルムントの宝石(猛毒5),0
311937,ench,バルムントの宝石(聖殿1),0
311938,ench,バルムントの宝石(聖殿2),0
311939,ench,バルムントの宝石(聖殿3),0
311940,ench,バルムントの宝石(聖殿4),0
311941,ench,バルムントの宝石(聖殿5),0
//未実装スキルは無視 追加カード
300585,card,トリスカード,0
300586,card,タンカード,0
300587,card,ヴィルヘルム・レベンブルグカード,0
300588,card,ラインハルト・レベンブルグカード,0
300589,card,アイヴァン・ウィグナーカード,0
300590,card,ラライラ・ナザール・ウィグナーカード,0
300591,card,リハルト・リハルトカード,0
300592,card,ラウラ・バルダリスカード,0
300593,card,オーレリー・プティカード,0
300594,card,イルジェ・エル・ハイネンカード,0
300595,card,エフェスト・バルター・メガスカード,0
300596,card,マリステラ・バルターカード,0
300597,card,ヨハンカード,0
300598,card,ギュンターカード,0
300599,card,ガラシア・ネリウスカード,0
300600,card,イアナ・オペルタカード,0
300601,card,リーカード,0
300602,card,ナドヨカード,0
